unique_id,project_subtype,project_subtype_two,archive_filename,start_date,estimated_completion_date,actual_completion_date,estimated_duration,actual_duration,fiscal_year,estimated_cost,estimated_cost_nocontingency,final_cost,cost_pct0,schedule_pct0,expenditure_pct0,cost_pct10,schedule_pct10,expenditure_pct10,cost_pct20,schedule_pct20,expenditure_pct20,cost_pct30,schedule_pct30,expenditure_pct30,cost_pct40,schedule_pct40,expenditure_pct40,cost_pct50,schedule_pct50,expenditure_pct50,cost_pct60,schedule_pct60,expenditure_pct60,cost_pct70,schedule_pct70,expenditure_pct70,cost_pct80,schedule_pct80,expenditure_pct80,cost_pct90,schedule_pct90,expenditure_pct90
KRSM123011R_f-22 system support facility,Flight facility,,"MilCon Status Report - January, 2013.xlsx",2012-07-24,2013-12-05,2014-04-28,499 days,643 days,2012.0,9598000.0,9140952.38095238,9600000.0,1.05,1.2745490981963927,0.9997916666666666,1.050218795582413,1.3647294589178356,1.0,1.0479214419670766,1.3647294589178356,0.9978125,1.0479214419670766,1.3647294589178356,0.9978125,1.0479214419670766,1.3647294589178356,0.9978125,,,,,,,1.0479214419670766,1.3647294589178356,0.9978125,,,,1.0479214419670766,1.3647294589178356,0.9978125
KWRD013003_child development center,General buildings,Child care building,"MilCon Status Report - January, 2013.xlsx",2012-11-08,2012-06-15,2014-09-30,,691 days,2012.0,9844000.0,9375238.095238095,10039000.0,1.05,,0.9805757545572268,1.0507466477041854,,0.9812730351628648,,,,1.0593864282811865,,0.9893415678852475,,,,1.0593864282811865,,0.9893415678852475,,,,1.0593864282811865,,0.9893415678852475,1.0593864282811865,,0.9893415678852475,1.0707994717594473,,1.0
KWRD093013_uas add/alter maintenance hangar,General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2011-10-12,2012-07-02,2014-02-21,264 days,863 days,2011.0,10254000.0,9765714.285714284,10674000.0,,,,1.0500000000000003,2.734848484848485,0.9606520517144463,,,,,,,,,,,,,1.0500000000000003,3.0,0.9606520517144463,1.0500000000000003,3.0,0.9606520517144463,1.0500000000000003,3.0,0.9606520517144463,1.0930076067875953,3.257575757575758,1.0
KWRD093016_uas maintenance hangar,General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2011-11-03,2013-01-18,2013-11-22,442 days,750 days,2011.0,19498000.0,18569523.80952381,19711000.0,,,,,,,,,,,,,,,,1.05,1.6334841628959276,0.9891938511491045,,,,1.0578623448558826,1.6334841628959276,0.9966008827558216,1.0578623448558826,1.6334841628959276,0.9966008827558216,1.0614704072212535,1.6968325791855203,1.0
"KWRD110006A_construct cdc addition, b650",General buildings,Child care building,"MilCon Status Report - January, 2013.xlsx",2011-08-30,2012-09-12,2014-04-30,379 days,974 days,2011.0,600000.0,571428.5714285714,629000.0,1.05,1.4564643799472297,0.9538950715421304,,,,,,,,,,1.05,1.6807387862796834,0.9538950715421304,,,,1.05,1.8364116094986807,0.9538950715421304,,,,,,,1.1007500000000001,2.569920844327177,1.0
KWRD113010_f-16 sead training facility,Training facility,Aviation training complex,"MilCon Status Report - January, 2013.xlsx",2012-07-09,2013-02-04,2014-04-09,210 days,639 days,2012.0,3614000.0,3441904.761904762,3695000.0,,,,1.0499999999999998,2.433333333333333,0.9780784844384303,,,,,,,1.0499999999999998,2.9523809523809526,0.9780784844384303,,,,1.0735334809075816,2.9523809523809526,1.0,1.0735334809075816,2.9523809523809526,1.0,,,,1.0735334809075816,3.052380952380952,1.0
LDXF069123_tfi - asos beddown - upgrade facilities,Military site infrastructure,Beddown,"MilCon Status Report - January, 2013.xlsx",2011-07-07,2012-07-06,2012-10-31,365 days,482 days,2011.0,3571000.0,3400952.380952381,3702000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0802856342761131,1.3205479452054794,0.9924365207995678
"LXEZ074215_improve family housing, ph 7",Housing,,"MilCon Status Report - January, 2013.xlsx",2008-11-18,2012-09-01,2013-04-15,1383 days,1609 days,2007.0,99294000.0,94565714.28571428,105428000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1148649465224485,1.1966738973246565,1.0
LYAV100026_451 aew scif,General buildings,SCIF,"MilCon Status Report - January, 2013.xlsx",2012-04-14,2012-07-13,2013-06-30,90 days,442 days,2011.0,871000.0,829523.8095238095,871000.0,,,,,,,,,,,,,,,,1.05,3.8444444444444446,1.0,,,,1.05,4.911111111111111,1.0,1.05,4.388888888888889,1.0,1.05,4.911111111111111,1.0
LYAV100053_mq 1/9 operations and maintenance admin facility,General buildings,Administration/office,"MilCon Status Report - January, 2013.xlsx",2012-04-14,2012-07-13,2013-04-29,90 days,380 days,2010.0,1026000.0,977142.8571428572,1026000.0,,,,,,,,,,,,,,,,,,,,,,1.05,3.8444444444444446,1.0,,,,1.05,4.066666666666666,1.0
LYAV103500_isr apron expansion,Aviation infrastructure,Apron,"MilCon Status Report - January, 2013.xlsx",2010-11-02,2011-04-29,2013-04-12,178 days,892 days,2010.0,21235000.0,20223809.52380952,21668000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0714104073463624,4.943820224719101,1.0
M00146136_bachelor enlisted quarters,General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-06-16,2013-07-07,2014-05-07,752 days,1056 days,2011.0,42882000.0,40840000.0,42057000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0288687561214496,,0.9990964643222293,1.0297992164544565,,1.0
M00146148_missile magazine,Storage igloo,,"MilCon Status Report - October, 2014 .xlsx",2011-06-16,2012-07-10,2013-11-04,390 days,872 days,2011.0,4779000.0,4551428.571428571,4779000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,1.0
M00146164_mariner's bay land acquisition bogue,Land acquisition,,"MilCon Status Report - October, 2014 .xlsx",2011-07-15,,,,,2011.0,4002000.0,3811428.571428571,3706000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9723388305847078,,1.0
M00146601_armory,General buildings,Armory,"MilCon Status Report - October, 2014 .xlsx",2013-09-19,2015-04-08,2015-08-11,566 days,691 days,2013.0,11782000.0,11220952.38095238,11609000.0,,,,,,,,,,,,,,,,1.0048166694958411,1.0212014134275618,0.9712292187096219,1.006242573417077,1.0212014134275618,0.9726074597295202,,,,1.019521303683585,1.0618374558303887,0.9854423292273237,1.0345824138516382,1.2208480565371025,1.0
M00146991_h-1 helicopter gearbox repair & test facility,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - October, 2014 .xlsx",2012-03-29,2013-08-14,2014-10-15,503 days,930 days,2012.0,14067000.0,13397142.85714286,17444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3020686713584984,,1.0
M00243400_marine corps energy initiative,,,"MilCon Status Report - October, 2014 .xlsx",2011-06-17,2012-06-17,2012-07-11,366 days,390 days,2011.0,9928000.0,9455238.095238095,9373000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9913023771152296,,1.0
"M00264541_addition, mcu research center",General buildings,Lab,"MilCon Status Report - October, 2014 .xlsx",2012-10-09,2014-08-16,,676 days,,2011.0,31343000.0,29850476.19047619,29448000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9865169256293271,,1.0
"M00264543_waste water treatment plant, campt upshur",Water,Wastewater treatment,"MilCon Status Report - October, 2014 .xlsx",2012-09-25,2014-03-28,2014-10-10,549 days,745 days,2012.0,11118000.0,10588571.42857143,11273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.059727468969239,,0.995387208373991
M00264571_realign purvis rd/russell rd intersection,Road,Road,"MilCon Status Report - October, 2014 .xlsx",2012-08-10,2013-09-05,,391 days,,2012.0,6555000.0,6242857.142857143,7009000.0,,,,,,,,,,,,,,,,,,,,,,1.122562929061785,,0.9998573262947639,1.1227231121281465,,1.0,1.1227231121281465,,1.0
M00264611_bachelor enlisted quarters,General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2012-10-13,2014-10-16,,733 days,,2012.0,32910000.0,31342857.14285714,31756000.0,,,,,,,,,,,,,,,,,,,,,,1.010309936189608,1.208731241473397,0.9971658899105681,1.0113947128532361,1.208731241473397,0.9982365537221313,1.0131814038286235,,1.0
M00264612_enlisted dining facility,General buildings,Mess hall,"MilCon Status Report - October, 2014 .xlsx",2012-10-13,2014-10-16,,733 days,,2012.0,5028000.0,4788571.428571428,5176000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0809069212410503,,1.0
M00264615_snco academic facility addition,General buildings,School/classrooms,"MilCon Status Report - October, 2014 .xlsx",2011-07-04,2012-12-21,2013-05-31,536 days,697 days,2011.0,6836000.0,6510476.19047619,6730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.033718548858982,,1.0
M00264632_academic instruction facility,General buildings,School/classrooms,"MilCon Status Report - October, 2014 .xlsx",2012-10-09,2014-08-16,2015-01-02,676 days,815 days,2012.0,60736000.0,57843809.52380952,60289000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0407855308219178,1.205621301775148,0.9985735374612285
"M00318006_physical fitness center, camp smith",General buildings,Fitness facility,"MilCon Status Report - October, 2014 .xlsx",2011-06-30,2013-03-07,2014-04-04,616 days,1009 days,2011.0,28891000.0,27515238.09523809,28105000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0123117925997718,,0.9910692047678349
M00318822_mcas operations complex,General buildings,Command facility/ops centre,"MilCon Status Report - October, 2014 .xlsx",2012-05-02,2014-03-17,,684 days,,2012.0,52970000.0,50447619.04761904,51572000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0166584859354353,1.4195906432748537,0.9944931358101295,1.0210194449688506,,0.9987590165205926
M00318858_bachelor enlisted quarters,General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-09-14,2014-08-21,2015-08-27,1072 days,1443 days,2011.0,62691000.0,59705714.28571428,62762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0231348997463752,,0.9733118766132373
M006811014_truck company operations complex,General buildings,Command facility/ops centre,"MilCon Status Report - October, 2014 .xlsx",2011-10-06,2013-09-21,2013-10-06,716 days,731 days,2011.0,52425000.0,49928571.42857143,50707000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.010203147353362,1.8659217877094971,0.9946950125229258,1.015590844062947,1.967877094972067,1.0
M006811037_individual equipment issue warehouse,General buildings,Warehouse/storage,"MilCon Status Report - October, 2014 .xlsx",2012-04-06,2013-01-21,2013-08-05,290 days,486 days,2012.0,11746000.0,11186666.66666667,9687000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8634386174016684,,0.9971095282337152,0.8659415971394515,,1.0
M006811040_intersection bridge and improvements,Road,Bridge,"MilCon Status Report - October, 2014 .xlsx",2012-09-07,2013-09-27,2014-06-24,385 days,655 days,2012.0,11432000.0,10887619.04761905,14119000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2967940867739676,,1.0
"M006811109_bachelor enlisted quarters, las flores",General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-10-13,2013-10-13,2014-10-17,731 days,1100 days,2011.0,36173000.0,34450476.19047619,33977000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9857918889779671,,0.9995290932101127
"M006811113_bachelor enlisted quarters, 24 area",General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-10-13,2013-10-13,2014-10-17,731 days,1100 days,2011.0,41889000.0,39894285.71428571,39187000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9816944782639835,,0.9994130706611887
"M00681532_armory, 1st marine division",General buildings,Armory,"MilCon Status Report - October, 2014 .xlsx",2012-09-14,2013-12-24,2013-12-24,466 days,466 days,2012.0,11201000.0,10667619.04761905,10485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9808186769038476,,0.9979017644253696
M60169427_ground support equipment shop,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - October, 2014 .xlsx",2013-08-22,2014-08-07,,350 days,,2013.0,10936000.0,10415238.0952381,10809000.0,,,,,,,,,,,,,,,,1.0235963789319673,1.3628571428571428,0.9863077065408455,,,,,,,1.0342538405267003,,0.9965769266352114,1.0378063277249445,,1.0
M60169442_vertical landing pads for f-35b,Aviation infrastructure,Apron,"MilCon Status Report - October, 2014 .xlsx",2012-04-13,2013-08-07,2013-09-27,481 days,532 days,2012.0,18987000.0,18082857.14285714,18048000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979617633117397,,0.9998891843971631
M60169444_training and simulator facility,Training facility,Simulation centre,"MilCon Status Report - October, 2014 .xlsx",2011-06-20,2014-03-11,2014-06-09,995 days,1085 days,2011.0,40940000.0,38990476.19047619,38777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925757205666831,,0.9980400753023699
M60169456_simulated lhd flight deck,Training facility,Flight simulator,"MilCon Status Report - October, 2014 .xlsx",2013-07-10,2014-07-11,2014-10-05,366 days,452 days,2013.0,12302000.0,11716190.47619048,12024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.026272150869777,,1.0
M62204925_dip tank cleaning facility,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - October, 2014 .xlsx",2012-04-04,2013-09-27,2014-04-09,541 days,735 days,2012.0,7970000.0,7590476.19047619,7893000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0380112923462987,,0.9982262764474851
"M626131001_revitalize north side townhouses, phase 1",Housing,,"MilCon Status Report - October, 2014 .xlsx",2012-08-14,2014-12-20,2015-02-02,858 days,902 days,2012.0,11335000.0,10795238.0952381,10953000.0,,,,,,,,,,,,,,,,,,,,,,1.007481252756947,1.0512820512820513,0.9929699625673332,,,,1.0146140273489188,1.0512820512820513,1.0
M62974447A_aircraft maintenance hangar (jsf),General buildings,Hangar,"MilCon Status Report - October, 2014 .xlsx",2011-06-23,2012-10-08,2013-10-15,473 days,845 days,2011.0,30492000.0,29040000.0,29303000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0090564738292012,,1.0
"M62974460_aircraft maintenance hangar, phase 2 (jsf)",General buildings,Hangar,"MilCon Status Report - October, 2014 .xlsx",2011-06-23,2012-10-08,2013-10-15,473 days,845 days,2011.0,47715000.0,45442857.14285714,46254000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0174756365922666,,0.9996324642193107
M62974533_simulator facility (jsf),Training facility,Simulation centre,"MilCon Status Report - October, 2014 .xlsx",2011-06-17,2012-06-02,2013-04-19,351 days,672 days,2011.0,26438000.0,25179047.61904762,23252000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9234662228610333,,1.0
M62974535_aircraft maintenance hangar (jsf),General buildings,Hangar,"MilCon Status Report - October, 2014 .xlsx",2012-09-20,2014-07-07,2015-01-01,655 days,833 days,2012.0,32048000.0,30521904.76190476,32618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041219420868697,1.2717557251908398,0.9743086639278926
M62974545_double aircraft maintenance hangar (jsf),General buildings,Hangar,"MilCon Status Report - October, 2014 .xlsx",2012-04-03,2014-05-20,2014-10-24,777 days,934 days,2012.0,79917000.0,76111428.57142857,79670000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0467547580614889,,1.0
M62974546_utility upgrades (jsf),Utilities,,"MilCon Status Report - October, 2014 .xlsx",2011-06-21,2012-07-08,2013-06-14,383 days,724 days,2011.0,40106000.0,38196190.47619048,36766000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962425821572832,,0.9998640047870315
M62974566_combat aircraft loading apron,Aviation infrastructure,Apron,"MilCon Status Report - October, 2014 .xlsx",2013-10-11,2014-09-22,,346 days,,2013.0,12671000.0,12067619.04761905,12134000.0,,,,,,,,,,0.9769118459474389,1.4653179190751444,0.9715674962914126,0.9797293031331384,1.4653179190751444,0.9743695401351574,,,,,,,,,,,,,1.0055007497435087,,1.0
M62974573_intermediate maint activity facility (jsf),Vehicle depot/maintenance,,"MilCon Status Report - October, 2014 .xlsx",2011-08-10,2012-07-25,2012-12-14,350 days,492 days,2011.0,19793000.0,18850476.19047619,16195000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8587581468195827,,0.999567767829577
M62974575_auxiliary landing field (jsf),Aviation infrastructure,Runway,"MilCon Status Report - October, 2014 .xlsx",2012-07-09,2013-06-25,2014-01-31,351 days,571 days,2012.0,29475000.0,28071428.57142857,28571000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0177964376590332,,1.0
M62974583_communication infrastructure upgrade (jsf),Communications system,,"MilCon Status Report - October, 2014 .xlsx",2011-06-21,2012-07-08,2013-06-14,383 days,724 days,2011.0,54843000.0,52231428.57142857,54497000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0433756359061321,,1.0
M67001004_motor transportation/comm maintenance fac,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - October, 2014 .xlsx",2011-06-16,2012-12-01,2014-01-15,534 days,944 days,2011.0,12906000.0,12291428.57142857,13460000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0453626220362622,,0.9546062407132244
M67001030_squad battle course,Training facility,Battle course,"MilCon Status Report - October, 2014 .xlsx",2012-07-05,2014-05-17,2014-09-22,681 days,809 days,2012.0,16292000.0,15516190.47619048,14381000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.9268383255585562,,1.0,0.8020654308863244,,0.865377929212155
M670011034_2nd intel bn operations complex,General buildings,Information systems facility,"MilCon Status Report - October, 2014 .xlsx",2011-07-13,2014-02-28,2014-12-15,961 days,1251 days,2011.0,79767000.0,75968571.42857142,81256000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0694422505547407,,0.9998523185980113
"M670011240_maintenance/ops complex, 2nd anglico",General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - October, 2014 .xlsx",2011-07-13,2014-02-28,,961 days,,2011.0,32625000.0,31071428.57142857,31043000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990850574712644,,1.0
"M670011246_eod addition, 2nd marine logistics group",EOD facility,,"MilCon Status Report - October, 2014 .xlsx",2011-07-11,2012-08-20,2013-07-31,406 days,751 days,2011.0,6613000.0,6298095.238095238,6032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9553682141236958,,0.9975132625994695
"M670011249_bachelor enlisted quarters, wallace creek north",General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-07-13,2013-07-13,2013-07-13,731 days,731 days,2011.0,43950000.0,41857142.85714286,40338000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962655290102389,1.8714090287277703,0.9989092171153751
M670011253_2d combat engineer maintenance/ops center,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - October, 2014 .xlsx",2012-05-14,2014-07-24,,801 days,,2012.0,74707000.0,71149523.8095238,72366000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0170974607466503,1.2621722846441947,1.0,1.0145535224276172,,0.9974988254152503
"M670011254_bachelor enlisted quarters, courthouse bay",General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-09-14,2013-10-08,2014-06-24,755 days,1014 days,2011.0,39788000.0,37893333.33333333,37937000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0006245601688952,,0.9994728101853072
"M670011256_mess hall addition, courthouse bay",General buildings,Mess hall,"MilCon Status Report - October, 2014 .xlsx",2011-06-16,2012-11-25,2012-11-25,528 days,528 days,2011.0,1499000.0,1427619.047619048,1379000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9659439626417609,,1.0
"M670011264_utility expansion, hadnot point",Utilities,,"MilCon Status Report - October, 2014 .xlsx",2011-10-10,2013-10-22,2014-07-31,743 days,1025 days,2011.0,55206000.0,52577142.85714286,56451000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0736794913596348,2.440107671601615,1.0
"M670011265_utility expansion, french creek",Utilities,,"MilCon Status Report - October, 2014 .xlsx",2011-10-10,2013-10-22,2014-07-31,743 days,1025 days,2011.0,54795000.0,52185714.28571428,53401000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8907226936764304,,0.8704518641972997
"M670011286_bachelor enlisted quarters, rifle range",General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-09-13,2013-09-07,2014-03-22,725 days,921 days,2011.0,54720000.0,52114285.71428571,55159000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0520339912280703,,0.9939629072318208
"M670011317_bachelor enlisted quarters, french creek",General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-06-16,2013-08-30,2015-01-04,806 days,1298 days,2011.0,43568000.0,41493333.33333333,41166000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9867609254498716,1.6104218362282878,0.9946072001166011
"M670011322_bachelor enlisted quarters, wallace creek north",General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2011-07-13,2013-07-13,2015-04-11,731 days,1368 days,2011.0,49005000.0,46671428.57142857,44652000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9545454545454546,1.8714090287277703,0.9977156678312281
"M670011323_armory ii mef, wallace creek",General buildings,Armory,"MilCon Status Report - October, 2014 .xlsx",2011-12-20,2013-07-13,2015-04-11,571 days,1208 days,2011.0,5941000.0,5658095.238095238,5414000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.954738259552264,2.1155866900175133,0.9977835241965275
"M67001138_bachelor enlisted quarters , wallace creek",General buildings,Barracks,"MilCon Status Report - October, 2014 .xlsx",2012-07-13,2014-07-29,2014-08-30,746 days,778 days,2012.0,26101000.0,24858095.23809524,26510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0664533925903221,,1.0
